age,income_group,income_section,state,nuts2,district,plz,education,children,job_field_maingroup,job_field_group,religion,religion_practice,religion_christian,religion_islam,migration_b_germany,migration_b_g_city,migration_b_g_state,migration_b_g_nuts2,migration_b_g_district,migration_b_country,migration_s_germany,migration_s_g_city,migration_s_g_state,migration_s_g_nuts2,migration_s_g_district,migration_s_country,migration_region,subject_well_being,innovation,climate_state_manmade,politics_orientation,politics_climate,soc_inequ_climate,covid_coping,covid_finance,unemployment_rate,patent,job_Fulltime,job_Lehre,job_Other,job_Parttime,job_Pensioner,job_Selfemployed,job_Student (School),job_Student (Uni),"job_Unemployed, job seeking","job_Unemployed, not job seeking",marital_status_Divorced,marital_status_Married,marital_status_Umarried,marital_status_Widowed,gender_Female,gender_Male,politics_vote_AfD,politics_vote_Bündnis 90|Die Grünen,politics_vote_CDU|CSU,politics_vote_Die Linke,politics_vote_FDP,politics_vote_Other,politics_vote_SPD
70,1.0,13.0,12,8,76,1169,6.0,2.0,10,28,6,0.0,7,4,1,769,3,2,338,92,1,4091,3,2,253,82,1969,1.9,4.0,2.0,-0.6584240299282483,2.0,2.0,-0.94753951,0.79010016,14,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
67,1.0,14.0,12,8,76,1169,6.0,2.0,3,40,6,0.0,7,4,1,223,2,1,33,92,1,397,2,1,32,82,1993,7.0,7.0,1.0,0.7667461965190969,1.0,4.0,0.18058881,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
71,1.0,13.0,12,8,76,1187,3.0,2.0,10,28,6,0.0,7,4,1,619,12,8,78,92,1,1260,12,8,348,82,0,9.0,7.0,0.0,2.191916422966442,1.0,4.0,0.18058881,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
26,0.0,11.0,12,8,76,1187,6.0,,0,33,6,0.0,7,4,1,1466,14,30,150,92,1,2868,14,30,147,82,2013,7.5,6.0,3.0,-1.912573829201912,3.0,2.0,0.18058881,-0.87218261,14,16,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
34,1.0,18.0,12,8,76,1187,6.0,3.0,3,12,6,1.0,7,4,1,1245,12,18,191,92,1,904,12,8,75,82,1978,9.8,7.0,3.0,-1.114478502391399,3.0,1.0,-0.94753951,0.79010016,14,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
21,1.0,16.0,12,8,76,1189,4.0,,10,28,6,0.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,0,5.1,6.0,3.0,-1.342505738622974,3.0,2.0,-0.94753951,-0.041041251,14,16,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
21,1.0,15.0,12,8,76,1189,4.0,,10,28,6,0.0,7,4,1,192,12,8,28,92,1,1518,12,8,27,82,2018,9.2,6.0,1.0,-0.3733899846387793,2.0,1.0,1.3087171,-0.87218261,14,16,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
55,1.0,15.0,12,8,76,1217,5.0,1.0,3,13,6,0.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,0,8.8,6.0,3.0,-0.2023695574650979,2.0,3.0,0.18058881,0.79010016,14,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
23,1.0,16.0,12,8,76,1217,4.0,,10,28,1,3.0,6,4,1,1950,15,33,313,92,1,3836,15,33,310,82,2017,7.6,7.0,3.0,-2.197607874491381,4.0,2.0,0.18058881,-0.87218261,14,16,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
53,1.0,18.0,12,8,76,1219,3.0,1.0,4,43,6,0.0,7,4,1,1842,12,38,216,92,1,904,12,8,75,82,1970,7.5,0.0,2.0,-0.3733899846387793,0.0,1.0,0.18058881,-0.87218261,14,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
65,1.0,18.0,12,8,76,1219,6.0,2.0,9,25,6,1.0,7,4,1,808,13,29,132,92,1,1637,13,29,129,82,1988,8.0,7.0,2.0,-0.9434580752177172,3.0,2.0,0.18058881,-0.87218261,14,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
71,0.0,7.0,12,8,76,1219,5.0,1.0,10,28,6,0.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,0,6.0,6.0,2.0,-1.228492120507186,2.0,4.0,0.18058881,0.79010016,14,16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
54,1.0,13.0,12,8,76,1219,5.0,1.0,4,8,6,0.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,1967,5.5,7.0,3.0,0.3676985331138402,4.0,3.0,0.18058881,-0.87218261,14,16,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
68,1.0,15.0,12,8,76,1219,7.0,2.0,0,33,6,0.0,7,4,1,1245,12,18,191,92,1,2484,12,18,188,82,1973,7.1,6.0,1.0,1.279807478040141,0.0,2.0,0.18058881,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
69,1.0,14.0,12,8,76,1219,6.0,2.0,2,17,1,1.0,6,4,1,456,12,8,78,92,1,904,12,8,75,82,0,6.1,7.0,2.0,1.051780241808566,2.0,3.0,-0.94753951,0.79010016,14,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
50,1.0,18.0,12,8,76,1237,5.0,2.0,4,43,6,0.0,7,4,1,1405,12,8,216,92,1,2745,12,8,75,82,2002,6.4,6.0,0.0,1.10878705086646,0.0,4.0,-0.94753951,0.79010016,14,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
45,1.0,12.0,12,8,76,1237,3.0,2.0,4,44,6,1.0,7,4,1,1505,13,29,50,92,1,232,13,29,47,82,2012,5.1,6.0,1.0,1.450827905213823,1.0,1.0,-2.0756679,-0.87218261,14,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
56,0.0,7.0,12,8,214,1237,2.0,2.0,1,44,1,5.0,4,4,1,1405,12,8,216,92,1,3121,12,8,213,82,2007,9.9,7.0,3.0,1.963889186734867,4.0,3.0,1.3087171,2.4523828,14,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
50,1.0,18.0,12,8,76,1237,5.0,1.0,4,43,6,0.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,1971,6.7,6.0,0.0,0.2536849149980525,0.0,2.0,-0.94753951,0.79010016,14,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
37,2.0,19.0,12,8,76,1237,6.0,2.0,3,12,6,0.0,7,4,1,619,12,8,351,92,1,1260,12,8,348,82,2014,8.0,6.0,2.0,0.1396712968822652,2.0,3.0,1.3087171,-0.87218261,14,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
49,1.0,14.0,12,8,76,1237,5.0,2.0,4,10,6,0.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,1967,7.0,6.0,2.0,-0.0883559393493102,4.0,3.0,0.18058881,0.79010016,14,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
44,1.0,18.0,12,8,76,1237,7.0,3.0,6,18,5,4.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,0,3.2,6.0,0.0,1.84987556861908,0.0,0.0,1.3087171,2.4523828,14,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
34,0.0,11.0,12,8,76,1239,5.0,2.0,10,28,1,2.0,6,4,1,456,12,8,78,92,1,904,12,8,75,82,0,2.0,6.0,3.0,1.906882377676973,1.0,4.0,-0.94753951,1.6212416,14,16,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
45,0.0,11.0,12,8,76,1239,3.0,1.0,6,20,6,0.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,0,0.9,2.0,1.0,-1.399512547680868,1.0,4.0,-0.94753951,0.79010016,14,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
29,1.0,18.0,12,8,76,1257,6.0,1.0,0,2,6,0.0,7,4,1,163,6,6,208,92,1,576,6,11,181,82,2019,8.4,6.0,2.0,-1.28549892956508,3.0,2.0,0.18058881,-0.87218261,14,16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
60,0.0,11.0,12,8,76,1257,2.0,3.0,4,39,6,0.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,0,5.1,7.0,1.0,0.2536849149980525,2.0,1.0,-0.94753951,1.6212416,14,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
34,2.0,19.0,12,8,76,1257,3.0,,8,41,0,4.0,7,4,1,1146,16,38,139,92,1,397,2,1,32,82,0,7.4,4.0,1.0,0.3106917240559465,0.0,4.0,1.3087171,0.79010016,14,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
21,2.0,19.0,12,8,76,1257,5.0,,4,8,6,0.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,0,7.3,6.0,2.0,-1.114478502391399,3.0,3.0,0.18058881,-0.87218261,14,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
71,0.0,8.0,12,8,76,1257,5.0,3.0,3,44,6,1.0,7,4,1,1766,12,8,28,92,1,3458,12,8,27,82,1959,8.0,7.0,1.0,0.4817121512296279,1.0,4.0,0.18058881,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
32,1.0,18.0,12,8,76,1259,6.0,,4,43,6,0.0,7,4,1,1736,12,8,351,92,1,3379,12,8,348,82,1988,6.6,4.0,2.0,1.10878705086646,1.0,3.0,-0.94753951,2.4523828,14,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
56,2.0,19.0,12,8,76,1259,6.0,1.0,6,21,6,0.0,7,4,1,443,12,8,351,92,1,873,12,8,348,82,0,9.0,7.0,0.0,0.2536849149980525,0.0,2.0,0.18058881,2.4523828,14,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
71,1.0,18.0,12,8,76,1277,6.0,4.0,0,2,6,0.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,0,7.0,6.0,3.0,-1.513526165796655,4.0,3.0,0.18058881,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
36,2.0,19.0,12,8,76,1277,3.0,1.0,7,31,6,2.0,7,4,0,2513,16,38,404,65,1,904,12,8,75,82,1991,6.9,7.0,1.0,0.3106917240559465,0.0,2.0,-0.94753951,0.79010016,14,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
49,1.0,18.0,12,8,76,1277,5.0,1.0,7,31,6,0.0,7,4,1,1781,12,8,216,92,1,3483,12,8,213,82,1980,6.9,6.0,2.0,0.7667461965190969,1.0,3.0,-0.94753951,0.79010016,14,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
41,1.0,14.0,12,8,76,1277,2.0,1.0,10,28,6,0.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,0,7.2,4.0,1.0,-0.0883559393493102,1.0,2.0,-0.94753951,0.79010016,14,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
37,1.0,18.0,12,8,76,1277,6.0,2.0,0,33,6,0.0,7,4,1,1245,12,18,190,92,1,2484,12,18,187,82,2002,7.5,6.0,1.0,0.4817121512296279,3.0,3.0,0.18058881,0.79010016,14,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
32,0.0,5.0,12,8,76,1277,2.0,,8,22,6,0.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,1989,4.8,6.0,3.0,1.450827905213823,1.0,2.0,-0.94753951,0.79010016,14,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
45,0.0,6.0,12,8,76,1279,5.0,,10,28,6,0.0,7,4,1,58,12,5,97,92,1,131,12,5,94,82,2020,6.0,7.0,1.0,0.1966781059401588,1.0,2.0,0.18058881,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
73,0.0,8.0,12,8,76,1279,6.0,6.0,10,28,1,1.0,6,4,1,781,12,8,78,92,1,904,12,8,75,82,0,3.0,6.0,2.0,-1.28549892956508,4.0,3.0,0.18058881,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
26,1.0,18.0,12,8,76,1279,4.0,,10,28,6,0.0,7,4,1,608,3,2,104,92,1,1240,3,2,101,82,2014,8.5,6.0,3.0,-0.9434580752177172,3.0,2.0,1.3087171,-0.87218261,14,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
62,1.0,18.0,12,8,76,1307,5.0,1.0,5,15,6,1.0,7,4,1,1736,12,8,351,92,1,2573,12,8,348,82,0,9.1,2.0,3.0,-0.6014172208703547,3.0,4.0,0.18058881,-0.041041251,14,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
71,1.0,18.0,12,8,76,1307,6.0,2.0,3,13,6,0.0,7,4,1,1595,12,38,404,92,1,2078,12,38,401,82,1966,8.1,7.0,3.0,-0.6584240299282483,3.0,3.0,0.18058881,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
70,0.0,9.0,12,8,76,1307,6.0,2.0,0,30,6,1.0,7,4,1,1771,15,33,313,92,1,3467,15,33,310,82,2015,5.1,6.0,2.0,-0.0313491302914166,3.0,3.0,0.18058881,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
67,1.0,15.0,12,8,76,1307,2.0,2.0,4,43,6,0.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,2013,6.2,0.0,1.0,-0.0313491302914166,0.0,3.0,-0.94753951,0.79010016,14,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
63,0.0,7.0,12,8,76,1307,3.0,,10,28,6,0.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,0,6.0,6.0,0.0,0.4817121512296279,0.0,4.0,1.3087171,-0.87218261,14,16,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
35,1.0,16.0,12,8,76,1307,5.0,,3,3,6,0.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,0,6.7,6.0,2.0,0.7097393874612034,2.0,2.0,-0.94753951,0.79010016,14,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
64,1.0,18.0,12,8,76,1307,6.0,2.0,9,26,6,0.0,7,4,1,443,12,8,351,92,1,3379,12,8,348,82,0,5.1,6.0,3.0,-0.0883559393493102,4.0,3.0,0.18058881,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
50,1.0,16.0,12,8,76,1309,6.0,,6,20,6,0.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,0,7.1,4.0,0.0,-1.855567020144018,2.0,4.0,-0.94753951,0.79010016,14,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
49,2.0,20.0,12,8,76,1309,6.0,2.0,0,11,1,2.0,6,4,1,408,6,6,66,92,1,594,4,4,45,82,2004,7.0,7.0,3.0,0.4247053421717343,4.0,2.0,0.18058881,-0.87218261,14,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
65,1.0,18.0,12,8,76,1309,6.0,2.0,0,30,6,0.0,7,4,1,1481,15,33,366,92,1,2892,15,33,363,82,2006,8.0,0.0,2.0,-1.228492120507186,2.0,3.0,-0.94753951,1.6212416,14,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
25,0.0,3.0,12,8,76,1309,6.0,,10,28,1,0.0,6,4,1,586,3,2,254,92,1,133,3,2,251,82,2014,7.2,4.0,3.0,-1.855567020144018,4.0,2.0,0.18058881,-0.041041251,14,16,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
79,1.0,16.0,12,8,76,1309,6.0,4.0,10,28,6,0.0,7,4,1,1724,12,8,127,92,1,4841,12,8,124,82,0,7.0,6.0,2.0,-1.228492120507186,2.0,2.0,0.18058881,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
41,1.0,18.0,12,8,76,1309,3.0,1.0,4,44,6,2.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,0,8.4,6.0,3.0,0.4817121512296279,3.0,3.0,-2.0756679,1.6212416,14,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
54,1.0,16.0,12,8,76,1309,6.0,,10,28,6,0.0,7,4,1,619,12,8,351,92,1,1260,12,8,348,82,1994,6.0,6.0,1.0,-2.368628301665062,0.0,3.0,-0.94753951,1.6212416,14,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
53,1.0,17.0,12,8,76,1309,5.0,2.0,2,7,6,0.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,0,7.1,6.0,2.0,0.7667461965190969,2.0,2.0,1.3087171,-0.87218261,14,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
52,1.0,17.0,12,8,76,1324,5.0,1.0,9,26,6,0.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,0,1.0,7.0,0.0,0.1966781059401588,0.0,4.0,1.3087171,-0.87218261,14,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
66,1.0,18.0,12,8,76,1324,6.0,2.0,0,30,6,0.0,7,4,1,192,12,8,28,92,1,1425,3,2,250,82,1978,7.1,7.0,1.0,0.1966781059401588,0.0,4.0,0.18058881,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
80,2.0,20.0,12,8,76,1326,6.0,1.0,0,27,6,0.0,7,4,1,467,9,9,81,92,1,2210,1,36,171,82,1993,8.1,7.0,3.0,1.10878705086646,0.0,2.0,0.18058881,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
71,1.0,16.0,12,8,214,1445,3.0,3.0,10,28,6,0.0,7,4,1,1782,12,8,216,92,1,3484,12,8,213,82,0,4.7,4.0,2.0,0.5387189602875215,3.0,1.0,0.18058881,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
65,1.0,13.0,12,8,214,1445,5.0,,10,28,6,1.0,7,4,1,456,12,8,78,92,1,3484,12,8,213,82,0,9.0,6.0,1.0,-0.0883559393493102,2.0,1.0,0.18058881,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
45,2.0,20.0,12,8,214,1445,6.0,1.0,3,13,1,2.0,6,4,1,1405,12,8,216,92,1,3796,12,8,213,82,0,9.3,7.0,1.0,0.0826644878243711,4.0,4.0,0.18058881,-0.041041251,14,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
36,1.0,18.0,12,8,214,1445,5.0,2.0,7,9,6,0.0,7,4,1,456,12,8,78,92,1,904,12,8,75,82,0,7.2,6.0,1.0,2.76198451354538,0.0,2.0,1.3087171,-0.87218261,14,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
59,2.0,20.0,12,8,214,1445,2.0,1.0,9,26,6,0.0,7,4,1,456,12,8,78,92,1,3484,12,8,213,82,0,5.0,6.0,0.0,1.735861950503291,0.0,2.0,-0.94753951,0.79010016,14,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
45,1.0,17.0,12,8,214,1445,6.0,2.0,0,33,6,1.0,7,4,1,1405,12,8,216,92,1,2749,12,8,213,82,0,7.9,6.0,2.0,0.5387189602875215,3.0,3.0,0.18058881,-0.87218261,14,16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
65,0.0,7.0,12,8,28,1454,3.0,2.0,10,28,6,0.0,7,4,1,456,12,8,78,92,1,3483,12,8,27,82,0,1.9,4.0,0.0,0.2536849149980525,1.0,3.0,1.3087171,-0.87218261,14,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
64,1.0,18.0,12,8,28,1454,2.0,1.0,10,28,6,0.0,7,4,1,1613,1,21,248,92,1,3133,1,21,245,82,2020,7.3,6.0,1.0,0.3106917240559465,2.0,2.0,-0.94753951,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
57,1.0,15.0,12,8,28,1454,6.0,2.0,10,28,6,0.0,7,4,1,1776,13,29,137,92,1,497,13,29,134,82,1985,5.0,7.0,1.0,-0.0883559393493102,1.0,4.0,0.18058881,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
67,1.0,18.0,12,8,28,1454,6.0,3.0,10,28,6,0.0,7,4,1,1883,12,8,28,92,1,904,12,8,75,82,1956,5.0,6.0,3.0,-0.2593763665229915,3.0,1.0,0.18058881,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
19,1.0,17.0,12,8,28,1458,4.0,,10,28,1,1.0,6,4,1,456,12,8,78,92,1,1810,12,8,27,82,0,6.0,6.0,2.0,-0.9434580752177172,3.0,3.0,0.18058881,0.79010016,14,16,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
66,1.0,15.0,12,8,28,1458,6.0,2.0,0,33,6,0.0,7,4,1,1245,12,18,190,92,1,2484,12,18,187,82,1979,9.0,6.0,3.0,-0.487403602754567,4.0,2.0,0.18058881,0.79010016,14,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
64,1.0,16.0,12,8,214,1471,5.0,2.0,4,10,6,0.0,7,4,1,1447,12,8,351,92,1,1522,12,8,213,82,0,6.0,6.0,2.0,-0.0883559393493102,1.0,4.0,-0.94753951,0.79010016,14,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
67,1.0,18.0,12,8,28,1477,3.0,,10,28,6,0.0,7,4,1,2053,0,14,53,92,1,1072,0,35,398,82,1993,9.0,6.0,2.0,0.4817121512296279,2.0,1.0,1.3087171,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
65,0.0,8.0,12,8,28,1477,5.0,1.0,10,28,6,1.0,7,4,1,806,13,29,132,92,1,3484,12,8,75,82,1960,5.0,6.0,3.0,-0.6584240299282483,2.0,3.0,1.3087171,0.79010016,14,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
52,1.0,18.0,12,8,214,1561,5.0,1.0,4,8,6,0.0,7,4,1,2490,12,8,127,92,1,3225,12,8,124,82,0,8.2,4.0,2.0,0.2536849149980525,2.0,4.0,0.18058881,-0.041041251,14,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
35,1.0,18.0,12,8,214,1561,2.0,1.0,10,28,6,0.0,7,4,1,1842,12,8,216,92,1,3132,12,8,213,82,1993,7.0,4.0,1.0,1.735861950503291,1.0,4.0,-2.0756679,1.6212416,14,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
30,1.0,17.0,12,8,214,1561,6.0,,4,44,6,0.0,7,4,1,1842,12,8,216,92,1,3619,12,8,213,82,0,7.8,6.0,2.0,-0.487403602754567,3.0,1.0,0.18058881,-0.87218261,14,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
61,1.0,15.0,12,8,214,1561,3.0,,8,44,6,0.0,7,4,1,1217,3,2,87,92,1,2432,3,2,84,82,1981,8.3,6.0,2.0,0.2536849149980525,2.0,2.0,-0.94753951,-0.041041251,14,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
53,0.0,3.0,12,8,214,1587,5.0,,10,28,6,0.0,7,4,1,1842,12,8,216,92,1,3619,12,8,213,82,1967,1.0,7.0,3.0,-2.368628301665062,4.0,2.0,1.3087171,2.4523828,14,16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
60,1.0,14.0,12,8,214,1587,5.0,,3,3,1,1.0,0,4,1,1842,12,8,216,92,1,3619,12,8,213,82,0,9.1,6.0,2.0,1.678855141445398,2.0,3.0,1.3087171,-0.87218261,14,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
33,1.0,18.0,12,8,214,1587,5.0,1.0,6,44,6,0.0,7,4,1,1673,12,18,245,92,1,774,12,18,242,82,2010,9.0,6.0,3.0,-0.3733899846387793,2.0,2.0,0.18058881,-0.87218261,14,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
69,0.0,8.0,12,8,214,1587,6.0,2.0,10,28,6,0.0,7,4,1,345,12,8,163,92,1,662,13,29,201,82,1987,6.0,4.0,1.0,1.621848332387504,1.0,3.0,-0.94753951,-0.87218261,14,16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
56,1.0,17.0,12,8,214,1589,4.0,1.0,3,13,6,0.0,7,4,1,1842,12,8,216,92,1,3619,12,8,213,82,0,9.0,7.0,3.0,-0.0883559393493102,4.0,3.0,0.18058881,-0.041041251,14,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
72,1.0,15.0,12,8,214,1612,5.0,2.0,3,12,6,0.0,7,4,1,762,12,8,216,92,1,1418,12,8,213,82,1948,8.1,6.0,3.0,-0.1453627484072038,0.0,1.0,0.18058881,-0.87218261,14,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
55,1.0,18.0,12,8,214,1619,5.0,,3,13,6,0.0,7,4,1,1842,12,8,216,92,1,3619,12,8,213,82,0,6.0,6.0,2.0,-0.0883559393493102,1.0,3.0,-0.94753951,0.79010016,14,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
